Gene Set Name,Precision,Recall,F1
Perineal hypospadias,0.8,0.6666666666666666,0.7272727272727272
Persistently decreased total neutrophil count,0.7272727272727273,0.8888888888888888,0.7999999999999999
Prematurely aged appearance,0.8857142857142857,0.62,0.7294117647058823
Abnormal globus pallidus morphology,1.0,0.5555555555555556,0.7142857142857143
Absent facial hair,1.0,0.7894736842105263,0.8823529411764706
Short thumb,0.9154929577464789,0.5118110236220472,0.6565656565656565
Abnormal renal physiology,0.9799666110183639,0.7879194630872484,0.8735119047619049
Deviation of toes,0.9696969696969697,0.09907120743034056,0.17977528089887643
Shoulder flexion contracture,0.8333333333333334,0.5555555555555556,0.6666666666666667
Pulmonary edema,0.7777777777777778,0.7,0.7368421052631577
Exercise-induced muscle stiffness,0.8,0.5,0.6153846153846154
Abnormal bladder morphology,0.7924528301886793,0.42,0.5490196078431373
Generalized weakness of limb muscles,0.19047619047619047,0.8,0.3076923076923077
Limitation of neck motion,1.0,0.23684210526315788,0.38297872340425526
Cirrhosis,0.9050632911392406,0.8562874251497006,0.88
Absent foveal reflex,0.8095238095238095,0.85,0.8292682926829269
Thoracic kyphoscoliosis,0.75,0.125,0.21428571428571427
Carotid artery stenosis,0.6363636363636364,1.0,0.7777777777777778
Muscle stiffness,0.9787234042553191,0.5476190476190477,0.7022900763358778
Delayed somatosensory central conduction time,0.4444444444444444,0.8,0.5714285714285714
Patellar dislocation,0.95,0.19387755102040816,0.3220338983050847
Intraventricular hemorrhage,0.8,0.4,0.5333333333333333
Generalized aminoaciduria,0.6111111111111112,0.7333333333333333,0.6666666666666666
Neonatal alloimmune thrombocytopenia,1.0,0.4,0.5714285714285715
Adrenocortical carcinoma,0.9375,0.7894736842105263,0.8571428571428572
Proximal amyotrophy,0.9433962264150944,0.8333333333333334,0.8849557522123894
Simple febrile seizure,0.9166666666666666,0.39285714285714285,0.55
Iris hypopigmentation,1.0,0.2698412698412698,0.425
Antineutrophil antibody positivity,0.8301886792452831,0.7719298245614035,0.8
Abnormal phalangeal joint morphology of the hand,0.9333333333333333,0.0472972972972973,0.09003215434083602
Pancreatic pseudocyst,0.8333333333333334,1.0,0.9090909090909091
Pancreatitis,0.95,0.7307692307692307,0.8260869565217392
Abnormality of renal excretion,0.8985507246376812,0.8378378378378378,0.8671328671328672
Premature loss of teeth,1.0,0.4823529411764706,0.6507936507936508
Secondary amenorrhea,1.0,0.625,0.7692307692307693
Progressive neurologic deterioration,0.8387096774193549,0.7222222222222222,0.7761194029850746
Abnormal hemoglobin concentration,1.0,0.9,0.9473684210526316
Eclabion,1.0,0.39204545454545453,0.563265306122449
Normochromic anemia,0.9,0.6923076923076923,0.7826086956521738
Acute hepatic failure,0.7142857142857143,0.8571428571428571,0.7792207792207793
Chilblains,0.9,0.75,0.8181818181818182
Multiple renal cysts,0.9264705882352942,0.8289473684210527,0.875
Abnormal hallux morphology,1.0,0.09389671361502347,0.17167381974248927
Peroneal muscle atrophy,1.0,0.9166666666666666,0.9565217391304348
Recurrent hand flapping,1.0,0.5,0.6666666666666666
Cerebellar atrophy,0.9877450980392157,0.8722943722943723,0.9264367816091955
Reduced progressive sperm motility,0.6428571428571429,0.782608695652174,0.7058823529411765
Abnormality on pulmonary function testing,0.9251336898395722,0.7899543378995434,0.852216748768473
Hypouricemia,1.0,0.5882352941176471,0.7407407407407407
Submucous cleft palate,1.0,0.686046511627907,0.8137931034482759
Peripheral visual field loss,0.9787234042553191,0.8846153846153846,0.9292929292929293
Vasculitis,0.9777777777777777,0.7096774193548387,0.8224299065420562
Impaired myocardial contractility,0.43478260869565216,1.0,0.6060606060606061
Myocarditis,0.9375,0.6818181818181818,0.7894736842105263
Ulnar deviation of finger,1.0,0.27692307692307694,0.4337349397590362
Enlarged interphalangeal joints,1.0,0.3333333333333333,0.5
Reactive hypoglycemia,0.6,0.8571428571428571,0.7058823529411764
Decreased urine output,0.8333333333333334,0.8333333333333334,0.8333333333333334
Transposition of the great arteries,0.6551724137931034,0.4470588235294118,0.5314685314685316
Rib segmentation abnormalities,1.0,0.23076923076923078,0.375
Interosseus muscle atrophy,1.0,1.0,1.0
Discoid lupus rash,0.675,0.6923076923076923,0.6835443037974683
Abnormal intrahepatic bile duct morphology,0.8571428571428571,0.1875,0.30769230769230765
Lower limb hyperreflexia,0.9295774647887324,0.7252747252747253,0.8148148148148148
Visual field defect,0.9915611814345991,0.5097613882863341,0.6733524355300861
Impaired mastication,0.7954545454545454,0.6730769230769231,0.7291666666666666
Abnormal posturing,0.2631578947368421,0.7142857142857143,0.3846153846153846
Abnormal bronchoalveolar lavage fluid morphology,0.6296296296296297,0.8947368421052632,0.7391304347826088
Cafe-au-lait spot,1.0,0.33587786259541985,0.5028571428571428
Abnormal length of corpus callosum,0.75,0.3,0.4285714285714285
Ventricular fibrillation,0.7761194029850746,0.8813559322033898,0.8253968253968255
Prominent antihelix,1.0,0.75,0.8571428571428571
Renal agenesis,0.9483870967741935,0.6869158878504673,0.7967479674796749
Abnormality of chorioretinal pigmentation,0.5238095238095238,0.6875,0.5945945945945946
Focal motor status epilepticus,0.6521739130434783,0.8823529411764706,0.75
Hypolipoproteinemia,0.9615384615384616,0.7246376811594203,0.8264462809917356
Lymphoproliferative disorder,0.9444444444444444,1.0,0.9714285714285714
Poor fine motor coordination,0.9285714285714286,0.18840579710144928,0.3132530120481928
Atrioventricular canal defect,0.9818181818181818,0.782608695652174,0.8709677419354839
Methylmalonic aciduria,1.0,0.6956521739130435,0.8205128205128205
Epileptic spasm,1.0,0.38317757009345793,0.5540540540540541
Abnormality of the phalanges of the 2nd finger,0.8571428571428571,0.3333333333333333,0.48
Clitoral hypertrophy,0.8571428571428571,0.43478260869565216,0.5769230769230769
Abnormal calcification of the carpal bones,1.0,0.3333333333333333,0.5
Mandibular aplasia,0.6,0.46153846153846156,0.5217391304347826
Abnormal blood inorganic cation concentration,0.9942528735632183,0.8693467336683417,0.9276139410187667
Overfriendliness,0.875,0.2692307692307692,0.411764705882353
Herpes simplex encephalitis,0.5454545454545454,0.6,0.5714285714285713
Color vision defect,1.0,0.44594594594594594,0.616822429906542
Decreased circulating copper concentration,0.7777777777777778,0.875,0.823529411764706
Abnormal speech discrimination,1.0,0.6,0.7499999999999999
Frontal cortical atrophy,0.5,0.5384615384615384,0.5185185185185186
Dementia,0.9894179894179894,0.8095238095238095,0.8904761904761905
Blepharophimosis,0.946236559139785,0.5569620253164557,0.701195219123506
Gastrointestinal desmoid tumor,0.2727272727272727,0.8571428571428571,0.41379310344827586
Abnormal cerebellar cortex morphology,0.5,0.2,0.28571428571428575
Absence of the sacrum,1.0,0.9,0.9473684210526316
Cerebral arteriovenous malformation,0.4666666666666667,1.0,0.6363636363636364
Hypocalcemic tetany,0.6363636363636364,0.7,0.6666666666666666
Periodontitis,0.7714285714285715,0.421875,0.5454545454545455
Medulloblastoma,0.3829787234042553,0.9473684210526315,0.5454545454545454
Iris transillumination defect,0.43478260869565216,0.6666666666666666,0.5263157894736841
Ocular albinism,1.0,0.4482758620689655,0.6190476190476191
Ectodermal dysplasia,1.0,0.8148148148148148,0.8979591836734693
Erectile dysfunction,0.98,0.620253164556962,0.7596899224806202
Past medical history,0.967741935483871,0.6521739130434783,0.7792207792207793
Abnormality of the glabella,0.9583333333333334,0.7931034482758621,0.8679245283018867
Ectopic anterior pituitary gland,0.8571428571428571,0.6666666666666666,0.75
Alopecia universalis,0.8333333333333334,0.45454545454545453,0.5882352941176471
Absent inner dynein arms,0.4375,0.7777777777777778,0.56
Recurrent paroxysmal headache,0.6666666666666666,0.5,0.5714285714285715
Finger aplasia,0.9642857142857143,0.2903225806451613,0.4462809917355372
Ectopia pupillae,1.0,0.21739130434782608,0.3571428571428571
Gait ataxia,0.986784140969163,0.8389513108614233,0.9068825910931175
Digenic inheritance,0.9166666666666666,0.6875,0.7857142857142857
Abnormality of spinal facet joint,0.25,0.8,0.38095238095238093
Congenital giant melanocytic nevus,1.0,0.8571428571428571,0.923076923076923
Lower limb asymmetry,0.9545454545454546,0.42,0.5833333333333334
Abnormal phagocytosis,1.0,1.0,1.0
Limb ataxia,0.9042553191489362,0.9239130434782609,0.9139784946236559
Pseudoepiphyses of hand bones,1.0,0.6875,0.8148148148148148
Ectopia lentis,0.9310344827586207,0.3375,0.4954128440366973
Abnormal cerebrospinal fluid morphology,0.9937888198757764,0.23460410557184752,0.3795966785290629
Protrusio acetabuli,1.0,0.16216216216216217,0.27906976744186046
Hypoglycosylation of alpha-dystroglycan,1.0,1.0,1.0
Finger clinodactyly,0.9858356940509915,0.6541353383458647,0.7864406779661017
Posteriorly rotated ears,0.9704142011834319,0.328,0.4902840059790733
Repetitive compulsive behavior,0.5,0.38461538461538464,0.4347826086956522
Mitral valve prolapse,0.8888888888888888,0.5797101449275363,0.7017543859649122
Coronal cleft vertebrae,1.0,0.30952380952380953,0.4727272727272727
Fingernail dysplasia,0.5,1.0,0.6666666666666666
Laryngotracheal stenosis,0.5,1.0,0.6666666666666666
Abnormality of the wrist,0.9807692307692307,0.15668202764976957,0.2701986754966887
Focal impaired awareness seizure,0.9838709677419355,0.3446327683615819,0.5104602510460251
Calf muscle pseudohypertrophy,0.8823529411764706,0.75,0.8108108108108107
Pancreatic cysts,0.9333333333333333,0.3783783783783784,0.5384615384615385
Abnormality of the upper arm,0.8888888888888888,0.5333333333333333,0.6666666666666667
Severely reduced visual acuity,0.84,0.9333333333333333,0.8842105263157894
Multiple suture craniosynostosis,1.0,0.25,0.4
Exudative retinopathy,1.0,0.12280701754385964,0.21875
Silver-gray hair,1.0,0.16666666666666666,0.2857142857142857
Enlarged sylvian cistern,1.0,0.4,0.5714285714285715
Verrucae,0.9333333333333333,0.8235294117647058,0.8749999999999999
Midline defect of the nose,1.0,0.8235294117647058,0.9032258064516129
Hyperlipidemia,0.9278350515463918,0.5421686746987951,0.6844106463878328
Triangular mouth,0.5882352941176471,0.47619047619047616,0.5263157894736842
Lower limb spasticity,0.9951690821256038,0.7657992565055762,0.8655462184873949
Cor pulmonale,0.75,0.2,0.31578947368421056
Preauricular skin tag,0.8,0.4,0.5333333333333333
Pulmonary lymphangiectasia,0.6666666666666666,0.4,0.5
Gastrointestinal obstruction,0.9375,0.8064516129032258,0.8670520231213872
Craniofacial asymmetry,0.23809523809523808,0.8333333333333334,0.37037037037037035
Ventilator dependence with inability to wean,0.8333333333333334,1.0,0.9090909090909091
Abnormal circulating globulin concentration,0.75,0.21428571428571427,0.3333333333333333
Death in adulthood,0.7291666666666666,0.813953488372093,0.7692307692307692
Recurrent lower respiratory tract infections,0.9380952380952381,0.7817460317460317,0.8528138528138527
Schwannoma,1.0,0.75,0.8571428571428571
Increased female libido,0.7,0.3888888888888889,0.5
Bronchomalacia,0.8333333333333334,0.5128205128205128,0.6349206349206349
Progressive macrocephaly,0.5454545454545454,0.8571428571428571,0.6666666666666665
Nocturia,0.5294117647058824,0.5294117647058824,0.5294117647058824
Abnormality of the autonomic nervous system,0.9541984732824428,0.819672131147541,0.8818342151675485
Broad eyebrow,0.9444444444444444,0.5666666666666667,0.7083333333333334
Abnormal erythrocyte morphology,0.9759862778730704,0.4570281124497992,0.6225382932166301
Enlarged joints,0.9230769230769231,0.41379310344827586,0.5714285714285715
Large sella turcica,0.8571428571428571,0.8571428571428571,0.8571428571428571
Pigmentary retinopathy,1.0,0.39593908629441626,0.5672727272727273
Teratoma,0.8571428571428571,0.5454545454545454,0.6666666666666665
Distal peripheral sensory neuropathy,0.75,0.15,0.24999999999999997
Hypotelorism,0.9230769230769231,0.6530612244897959,0.7649402390438246
Limited neck range of motion,0.5,0.8181818181818182,0.6206896551724137
Prolonged bleeding following procedure,1.0,0.78125,0.8771929824561403
Fatigable weakness of bulbar muscles,0.9,0.140625,0.24324324324324326
Epididymitis,1.0,0.23809523809523808,0.3846153846153846
Abnormal dental root morphology,0.7555555555555555,0.5862068965517241,0.6601941747572815
Abnormality of the pylorus,0.9428571428571428,0.5892857142857143,0.7252747252747254
Nail dysplasia,1.0,0.35678391959798994,0.5259259259259259
Choreoathetosis,1.0,0.5333333333333333,0.6956521739130436
Corneal neovascularization,0.7666666666666667,0.8518518518518519,0.8070175438596491
Prolonged partial thromboplastin time,1.0,0.2261904761904762,0.36893203883495146
Abnormal pelvis bone morphology,0.8888888888888888,0.36363636363636365,0.5161290322580644
Prostate cancer,0.9393939393939394,0.96875,0.9538461538461539
Abnormal cardiac septum morphology,0.994991652754591,0.680365296803653,0.808135593220339
Anterior encephalocele,0.8333333333333334,0.2777777777777778,0.4166666666666667
Weakness of facial musculature,0.9659090909090909,0.6772908366533864,0.7962529274004684
Abnormality of the anterior commissure,0.8571428571428571,0.75,0.7999999999999999
Hypertelorism,0.9813664596273292,0.5435779816513762,0.6996309963099632
Action tremor,0.9880952380952381,0.3933649289099526,0.5627118644067797
Broad distal phalanx of finger,0.88,0.8148148148148148,0.8461538461538461
Juvenile myelomonocytic leukemia,1.0,0.8333333333333334,0.9090909090909091
Abnormal branching pattern of the aortic arch,1.0,0.6176470588235294,0.7636363636363637
Focal dystonia,0.9514563106796117,0.7,0.8065843621399177
Nephrolithiasis,0.9829059829059829,0.777027027027027,0.8679245283018868
Thin upper lip vermilion,1.0,0.13636363636363635,0.24000000000000002
Neonatal hyperbilirubinemia,1.0,0.8333333333333334,0.9090909090909091
Elevated hepatic iron concentration,0.38095238095238093,0.6666666666666666,0.4848484848484849
Hyperactivity,0.9971910112359551,0.6283185840707964,0.7709011943539631
Abnormal palmar dermatoglyphics,0.9883720930232558,0.22106631989596878,0.361317747077577
Abnormal liver enzyme activity or concentration,0.7058823529411765,0.8571428571428571,0.7741935483870968
Rotary nystagmus,0.9411764705882353,0.6153846153846154,0.744186046511628
Lymphangiectasis,0.6,0.9,0.7200000000000001
Abnormal lymphatic vessel morphology,0.6666666666666666,0.8888888888888888,0.761904761904762
Generalized dystonia,1.0,0.7142857142857143,0.8333333333333333
Leber optic atrophy,0.47368421052631576,0.9,0.6206896551724138
Polyembolokoilamania,1.0,0.2,0.33333333333333337
Demyelinating peripheral neuropathy,1.0,0.5076923076923077,0.673469387755102
Aplasia cutis congenita over the scalp vertex,0.625,0.7142857142857143,0.6666666666666666
Bifid epiglottis,0.75,0.42857142857142855,0.5454545454545454
Myeloid leukemia,0.47619047619047616,0.967741935483871,0.6382978723404255
Recurrent protozoan infections,0.375,0.6,0.4615384615384615
Overgrowth of external genitalia,0.4666666666666667,0.875,0.608695652173913
Quadriceps muscle weakness,0.6666666666666666,0.9090909090909091,0.7692307692307692
Thickened skin,0.95,0.7916666666666666,0.8636363636363635
Abnormality of upper lip vermillion,0.9972144846796658,0.7261663286004056,0.8403755868544601
Duplication of thumb phalanx,0.88,0.3492063492063492,0.5
Abnormal arm span,0.7272727272727273,0.7272727272727273,0.7272727272727273
Stomatocytosis,1.0,0.9333333333333333,0.9655172413793104
Follicular hyperplasia,0.8571428571428571,0.8,0.8275862068965518
Pedal edema,0.9,0.15789473684210525,0.26865671641791045
Osteopathia striata,1.0,0.4,0.5714285714285715
Biliary tract neoplasm,0.5333333333333333,1.0,0.6956521739130436
Progressive hearing impairment,1.0,0.5,0.6666666666666666
Decreased glomerular filtration rate,0.8275862068965517,0.8,0.8135593220338982
Abnormal muscle fiber alpha dystroglycan,0.4583333333333333,0.9166666666666666,0.611111111111111
Diffuse cerebellar atrophy,0.5,0.5238095238095238,0.5116279069767442
Hypohidrosis,0.9508196721311475,0.7733333333333333,0.8529411764705883
Diarrhea,0.9964788732394366,0.6112311015118791,0.7576974564926372
Aggressive behavior,0.9955947136563876,0.7458745874587459,0.8528301886792453
Abnormal liver physiology,0.9444444444444444,0.6296296296296297,0.7555555555555556
Salivary gland neoplasm,0.9090909090909091,0.9090909090909091,0.9090909090909091
Localized skin lesion,0.995475113122172,0.6882168925964547,0.813810110974106
Abnormal macrophage morphology,0.8461538461538461,0.9166666666666666,0.8799999999999999
Dynein arm defect of respiratory motile cilia,0.9285714285714286,0.6842105263157895,0.7878787878787878
Helicobacter pylori infection,0.25,0.8,0.38095238095238093
Retinal arteriolar tortuosity,0.7647058823529411,0.38235294117647056,0.5098039215686274
Agammaglobulinemia,0.8260869565217391,0.9047619047619048,0.8636363636363636
Abnormality of venous physiology,0.8888888888888888,0.7272727272727273,0.7999999999999999
Imperforate hymen,0.2222222222222222,0.4,0.2857142857142857
Decreased mean corpuscular hemoglobin concentration,1.0,0.8333333333333334,0.9090909090909091
Sarcoma,0.9367088607594937,0.896969696969697,0.9164086687306501
Absent hair,1.0,0.6557377049180327,0.7920792079207921
Abnormal wrist physiology,0.9166666666666666,0.3548387096774194,0.5116279069767442
Neoplasm of the adrenal cortex,0.9545454545454546,0.75,0.84
Intestinal lymphangiectasia,1.0,0.6,0.7499999999999999
Nausea,0.9818181818181818,0.5346534653465347,0.6923076923076923
Epicanthus,1.0,0.1647834274952919,0.28294260307194824
Color vision test abnormality,0.8888888888888888,0.8,0.8421052631578948
Limb joint contracture,0.9822335025380711,0.7153419593345656,0.827807486631016
Absent toenail,0.9333333333333333,0.7368421052631579,0.8235294117647058
Absent brainstem auditory responses,0.5,0.9166666666666666,0.6470588235294118
Malaise,0.6818181818181818,0.6521739130434783,0.6666666666666666
Macular scar,0.75,0.6,0.6666666666666665
Abnormal enzyme concentration or activity,0.9983136593591906,0.7956989247311828,0.8855646970830217
Oromotor apraxia,1.0,0.10714285714285714,0.19354838709677416
Ecchymosis,0.9636363636363636,0.6162790697674418,0.75177304964539
Anal atresia,0.8620689655172413,0.746268656716418,0.7999999999999999
Hyperleucinemia,0.25,0.2,0.22222222222222224
Focal sensory seizure,0.8125,0.7222222222222222,0.7647058823529411
Pulmonary artery stenosis,0.9838709677419355,0.5446428571428571,0.7011494252873562
Varicose veins,0.64,0.14285714285714285,0.23357664233576642
Minicore myopathy,0.6923076923076923,1.0,0.8181818181818181
Ankle pain,1.0,0.8333333333333334,0.9090909090909091
Gingival recession,0.75,0.42857142857142855,0.5454545454545454
Anorectal anomaly,0.95,0.10497237569060773,0.18905472636815918
Adenocarcinoma of the intestines,0.7708333333333334,0.6379310344827587,0.69811320754717
Rhizomelic arm shortening,0.875,0.7,0.7777777777777777
Enuresis,0.6,0.4411764705882353,0.5084745762711865
Positional foot deformity,0.95,0.035849056603773584,0.06909090909090909
Abnormal helix morphology,1.0,0.8359788359788359,0.9106628242074928
Abnormal circulating lactate dehydrogenase concentration,1.0,0.7254901960784313,0.8409090909090908
Abnormal nonverbal communicative behavior,1.0,0.3884297520661157,0.5595238095238095
Failure of eruption of permanent teeth,1.0,0.2,0.33333333333333337
Sclerotic vertebral endplates,0.75,0.5,0.6
Abnormality of the plantar skin of foot,0.9782608695652174,0.26011560693641617,0.410958904109589
Dental malocclusion,1.0,0.27956989247311825,0.43697478991596633
Hip dislocation,1.0,0.23973509933774834,0.38675213675213677
Neoplasm of the thymus,0.8333333333333334,0.8333333333333334,0.8333333333333334
Elbow contracture,1.0,0.329608938547486,0.49579831932773105
Abnormal upper limb metaphysis morphology,0.8,0.8888888888888888,0.8421052631578948
Pilomatrixoma,0.6153846153846154,0.8888888888888888,0.7272727272727274
Failure to thrive in infancy,0.96875,0.24031007751937986,0.38509316770186336
Abnormality of the tarsal bones,0.9887640449438202,0.5146198830409356,0.6769230769230768
Broad phalanges of the hand,1.0,0.23734177215189872,0.3836317135549872
Urinary incontinence,0.9868421052631579,0.5,0.663716814159292
Chiari malformation,1.0,0.27611940298507465,0.43274853801169594
Macular thickening,1.0,0.4722222222222222,0.6415094339622641
Abnormality of the neck,0.9985185185185185,0.5959328028293546,0.7464008859357697
Astrocytoma,0.8571428571428571,0.96,0.9056603773584904
Fetal akinesia sequence,0.9642857142857143,0.7941176470588235,0.8709677419354839
Abnormal sperm tail morphology,1.0,0.7551020408163265,0.8604651162790697
Antinuclear antibody positivity,0.9523809523809523,0.8108108108108109,0.8759124087591241
Reduced forced vital capacity,0.6111111111111112,0.8461538461538461,0.7096774193548387
Metatarsal synostosis,1.0,0.8571428571428571,0.923076923076923
Anophthalmia,0.9384615384615385,0.8714285714285714,0.9037037037037037
Abnormality of neutrophils,1.0,0.7773722627737226,0.8747433264887065
High forehead,0.954248366013072,0.46645367412140576,0.6266094420600858
Abnormal duodenum morphology,1.0,0.26436781609195403,0.4181818181818182
Abnormal pulmonary valve physiology,0.9736842105263158,0.20218579234972678,0.334841628959276
Abnormal emotional state,0.9947368421052631,0.5316455696202531,0.692942254812099
Abnormal foot morphology,0.9971830985915493,0.19854178351093663,0.33115060804490176
Radial deviation of the hand or of fingers of the hand,0.9583333333333334,0.6571428571428571,0.7796610169491525
Abnormal external nose morphology,1.0,0.0696969696969697,0.13031161473087818
Chronic infection,0.7777777777777778,0.8076923076923077,0.7924528301886792
Abnormal mast cell morphology,0.7777777777777778,0.875,0.823529411764706
Abnormal renal cortex morphology,0.9897435897435898,0.7509727626459144,0.8539823008849557
Abnormal circulating bilirubin concentration,1.0,0.6549295774647887,0.7914893617021277
Recurrent fever,0.9659090909090909,0.8018867924528302,0.8762886597938144
Dilated cardiomyopathy,0.9202898550724637,0.6827956989247311,0.7839506172839507
Hypokalemia,0.9545454545454546,0.6176470588235294,0.75
Hypokalemic alkalosis,0.5217391304347826,0.9230769230769231,0.6666666666666667
Abnormal motor evoked potentials,0.875,0.5833333333333334,0.7000000000000001
Angiosarcoma,0.5,0.5,0.5
Abnormality of humoral immunity,1.0,0.6039325842696629,0.7530647985989493
Multiple gastric polyps,1.0,0.7407407407407407,0.851063829787234
Villous atrophy,0.875,0.7777777777777778,0.823529411764706
Severe varicella zoster infection,0.5625,0.6923076923076923,0.6206896551724138
Highly arched eyebrow,1.0,0.26991150442477874,0.42508710801393723
Abnormal retinal vascular morphology,0.979253112033195,0.5164113785557987,0.67621776504298
Broad thumb,1.0,0.11774193548387096,0.2106782106782107
Cerebral hemorrhage,0.9365079365079365,0.8194444444444444,0.874074074074074
Seborrheic dermatitis,1.0,0.07142857142857142,0.13333333333333333
Absence of pubertal development,0.967741935483871,0.967741935483871,0.967741935483871
Abnormal circulating serine concentration,1.0,0.8,0.888888888888889
Early young adult onset,0.7936507936507936,0.78125,0.7874015748031497
Abnormal sclera morphology,0.936,0.18195956454121306,0.3046875
Bifid distal phalanx of the thumb,1.0,0.6,0.7499999999999999
Shoulder dislocation,0.9285714285714286,0.40625,0.5652173913043478
Allodynia,0.7142857142857143,1.0,0.8333333333333333
Angiofibromas,0.9615384615384616,0.8333333333333334,0.8928571428571429
Abnormal uterus morphology,0.9859154929577465,0.39325842696629215,0.5622489959839357
Abnormal mitochondria in muscle tissue,0.7719298245614035,0.9166666666666666,0.838095238095238
Digestive system neoplasm,1.0,0.601123595505618,0.7508771929824561
Decreased number of large peripheral myelinated nerve fibers,0.8260869565217391,0.95,0.8837209302325583
Abnormal toenail morphology,0.972972972972973,0.43902439024390244,0.6050420168067226
Short middle phalanx of the 2nd finger,1.0,0.875,0.9333333333333333
Broad first metatarsal,1.0,0.8333333333333334,0.9090909090909091
Orofacial dyskinesia,0.7407407407407407,0.7142857142857143,0.7272727272727273
Multinodular goiter,0.36363636363636365,0.5714285714285714,0.4444444444444444
Ventriculomegaly,0.9860724233983287,0.4338235294117647,0.6025531914893617
Capillary hemangioma,0.7941176470588235,0.7105263157894737,0.7499999999999999
Hypotension,0.9782608695652174,0.8035714285714286,0.8823529411764706
Peroneal muscle weakness,0.8571428571428571,0.75,0.7999999999999999
Intestinal malrotation,0.9104477611940298,0.3935483870967742,0.5495495495495496
Overgrowth,0.9375,0.9574468085106383,0.9473684210526315
Complete right bundle branch block,1.0,0.40350877192982454,0.575
Abnormal corpus striatum morphology,0.8444444444444444,0.8837209302325582,0.8636363636363636
Shield chest,0.8888888888888888,0.25,0.3902439024390244
Abnormal lacrimal duct morphology,0.8333333333333334,0.08771929824561403,0.15873015873015872
Abnormal incisor morphology,0.8148148148148148,0.5641025641025641,0.6666666666666667
Emotional lability,0.9833333333333333,0.35119047619047616,0.5175438596491228
Fetal ultrasound soft marker,0.9863013698630136,0.5581395348837209,0.7128712871287128
Dolichocephaly,0.9772727272727273,0.18143459915611815,0.30604982206405695
Chronic pulmonary obstruction,0.7714285714285715,0.7297297297297297,0.75
Abnormal lung lobation,0.88,0.5,0.6376811594202899
Reduced tendon reflexes,0.9954233409610984,0.6971153846153846,0.8199811498586239
Abnormal calf musculature morphology,0.9841269841269841,0.6326530612244898,0.7701863354037266
Abnormality of the middle phalanx of the 5th finger,1.0,0.72,0.8372093023255813
Slowly progressive,0.9493670886075949,0.9375,0.9433962264150944
Abnormal immune serum protein physiology,1.0,0.7708333333333334,0.8705882352941177
Bilateral choanal atresia,0.8,0.4,0.5333333333333333
Ureteropelvic junction obstruction,0.64,0.6956521739130435,0.6666666666666666
Hemiplegia,1.0,0.5681818181818182,0.7246376811594203
Acquired abnormal hair pattern,0.9166666666666666,0.2391304347826087,0.3793103448275862
Abnormality of peripheral nerve conduction,0.9925373134328358,0.8866666666666667,0.9366197183098592
Increased mean platelet volume,1.0,0.6428571428571429,0.782608695652174
Large fontanelles,1.0,0.1902439024390244,0.319672131147541
Enlarged ovaries,0.9090909090909091,0.5555555555555556,0.6896551724137931
Abnormal facial expression,0.990909090909091,0.5706806282722513,0.7242524916943522
Hyperactive deep tendon reflexes,0.9285714285714286,0.4642857142857143,0.6190476190476191
